osm_ref,name,kind,municipality,province,latitude,longitude,alternative_names
node/262714541,Paradise,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.754167,29.922778,
node/262714545,Park Hill,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.795000,31.023611,
node/262714546,Park Rynie,suburb,uMdoni Local Municipality,KwaZulu-Natal,-30.322500,30.737778,
node/262714556,Parlock,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.794121,30.974759,
node/1348502214,Path Farm,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.966335,30.208050,
node/262714560,Paulpietersburg,town,eDumbe Local Municipality,KwaZulu-Natal,-27.423056,30.815833,
node/262714562,Peacevale,suburb,Endumeni Local Municipality,KwaZulu-Natal,-28.160833,30.241667,
node/1347289401,Pearl,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.595259,29.992427,
node/262714564,Pelham,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.633056,30.388056,
node/262714569,Pendale,suburb,uMdoni Local Municipality,KwaZulu-Natal,-30.384722,30.690556,
node/262714570,Penhalonga,suburb,Ubuhlebezwe Local Municipality,KwaZulu-Natal,-30.220556,30.060556,
node/262714572,Pennington,suburb,uMdoni Local Municipality,KwaZulu-Natal,-30.380278,30.696389,
node/1348502291,Phillip,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.849010,30.199237,
node/262721927,Phoenix,town,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.701556,31.007220,
node/4281737921,Phoenix Industrial,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.721634,31.001718,
node/30211844,Pietermaritzburg,city,Msunduzi Local Municipality,KwaZulu-Natal,-29.600000,30.378889,NguMgungundlovu;Mokokotlofo;Maritzburg;PMB;Msunduzi
node/1424556196,Pine Cleugh,village,Greater Kokstad Local Municipality,KwaZulu-Natal,-30.616813,29.316738,
node/262721935,Pinetown,town,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.814272,30.858186,
node/262714796,Pioneer Park,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.729722,29.932222,
node/262714850,Polela,suburb,Ingwe Local Municipality,KwaZulu-Natal,-29.816111,29.771111,
node/262714901,Pomeroy,village,Msinga Local Municipality,KwaZulu-Natal,-28.552024,30.425601,
node/262714935,Pongola,town,uPhongolo Local Municipality,KwaZulu-Natal,-27.377588,31.616886,
node/1348502272,Poona,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.938083,30.230665,
node/2207841040,Port Durnford,village,uMhlathuze Local Municipality,KwaZulu-Natal,-28.921428,31.829260,
node/262721945,Port Edward,town,Hibiscus Coast Local Municipality,KwaZulu-Natal,-31.055931,30.222749,
node/262721946,Port Shepstone,town,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.742778,30.450556,
node/262721948,Portobello,town,Hibiscus Coast Local Municipality,KwaZulu-Natal,-31.002222,30.261389,
node/262715054,Prestbury,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.615833,30.334167,
node/262715089,Prospect Hall,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.798333,31.033611,
node/262715093,Protea Park,suburb,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.725556,30.428611,
node/474554470,Protea Park,suburb,Abaqulusi Local Municipality,KwaZulu-Natal,-27.773746,30.774419,
node/262715097,Puntans Hill,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.816667,31.005000,
node/262715101,Qudeni,suburb,Nkandla Local Municipality,KwaZulu-Natal,-28.607778,30.864722,
node/262721973,Queensburgh,town,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.863889,30.914722,
node/262715105,Queensmead,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.893203,30.909329,
node/4066633321,Rainham,neighbourhood,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.725144,31.022480,
node/262715122,Raisethorpe,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.558889,30.416111,
node/1348502352,Ramlani,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.819868,30.231082,
node/262715152,Ramsgate,village,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.894417,30.344026,
node/262715155,Ramsgate South,suburb,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.902222,30.341389,
node/262715227,Red Hill,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.775000,31.030833,
node/4279883645,Redcliffe,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.641592,31.018738,
node/4281737922,Redfern,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.714614,30.983999,
node/262715257,Renishaw,suburb,uMdoni Local Municipality,KwaZulu-Natal,-30.281389,30.736111,
node/262715262,Rensburgsdrif,suburb,Umtshezi Local Municipality,KwaZulu-Natal,-28.980000,29.888056,
node/4352378299,Reservoir Hill,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.548111,29.768300,
node/262715282,Reservoir Hills,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.794942,30.935363,
node/30225789,Richards Bay,city,uMhlathuze Local Municipality,KwaZulu-Natal,-28.770786,32.057778,Richardsbaai
node/1318739304,Richem,suburb,uMhlathuze Local Municipality,KwaZulu-Natal,-28.766826,31.890443,
node/262715298,Richmond,town,Richmond Local Municipality,KwaZulu-Natal,-29.873333,30.273333,
node/262715301,Ridgeview,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.870278,30.938889,
node/262715320,Rietrivier,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.662500,31.020556,
node/7139016549,Rietvlei,town,Umzimkhulu Local Municipality,KwaZulu-Natal,-30.485741,29.833081,
node/4279954137,Risecliff,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.914247,30.863899,
node/262715333,River View,suburb,Mtubatuba Local Municipality,KwaZulu-Natal,-28.438056,32.181944,
node/262715336,Riverside,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.803070,31.016377,
node/262715337,Riverside,village,Umzimkhulu Local Municipality,KwaZulu-Natal,-30.081111,29.703889,
node/4279883647,Riverview Park,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.630258,31.049991,
node/262715572,Riyadh,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.647721,31.063417,
node/1347289310,Rockcliff,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.486924,30.184677,
node/4066633317,Rockford,neighbourhood,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.713701,31.032232,
node/2478800084,Rocktail Bay,village,uMhlabuyalingana Local Municipality,KwaZulu-Natal,-27.179757,32.801672,
node/2478775171,Rocktail Beach Camp,village,uMhlabuyalingana Local Municipality,KwaZulu-Natal,-27.262246,32.769957,
node/262715588,Roma,village,Abaqulusi Local Municipality,KwaZulu-Natal,-27.765556,31.156389,
node/262715593,Roodekrans,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.635833,31.018056,
node/8425954580,Rooihoek,village,Okhahlamba Local Municipality,KwaZulu-Natal,-28.577924,29.375945,
node/262715623,Roosboom,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.636111,29.719167,
node/1348609692,Rorke's Drift,suburb,Msinga Local Municipality,KwaZulu-Natal,-28.349245,30.532384,
node/4352378303,Rose Park,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.572391,29.776257,
node/262715691,Roseneath,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-30.197222,30.752222,
node/764535933,Rosetta,village,Mpofana Local Municipality,KwaZulu-Natal,-29.306351,29.975186,
node/262715697,Rossburgh,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.898333,30.972500,
node/1348502452,Rutland,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.947482,30.212385,
node/4281737954,Rydalvale,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.710706,31.000335,
node/262715718,Saiccor,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-30.210833,30.786111,
node/730521206,Salt Rock,town,KwaDukuza Local Municipality,KwaZulu-Natal,-29.502072,31.237079,
node/262715745,Sandfields,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.538611,31.146944,
node/262715765,Sangoyane,suburb,Ulundi Local Municipality,KwaZulu-Natal,-28.278333,31.463056,
node/2776982780,Sani Pass Hotel,village,Kwa Sani Local Municipality,KwaZulu-Natal,-29.656566,29.445469,
node/262715800,Sarnia,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.831944,30.880833,
node/262715858,Schroeders,village,uMshwathi Local Municipality,KwaZulu-Natal,-29.384855,30.560381,
node/262715860,Schuinshoogte,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.714167,29.922778,
node/262722148,Scottburgh,town,uMdoni Local Municipality,KwaZulu-Natal,-30.286041,30.754365,
node/262715864,Scottburgh South,suburb,uMdoni Local Municipality,KwaZulu-Natal,-30.302500,30.744167,
node/2051028642,Scottsville,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.616280,30.396936,
node/1348502497,Scrum,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.833602,30.220081,
node/262715868,Sea Park,suburb,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.695278,30.488056,
node/262715869,Sea View,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.902400,30.970038,
node/262715871,Sea-Cow Lake,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.800556,31.007500,
node/262715876,Sebokwe,suburb,uMfolozi Local Municipality,KwaZulu-Natal,-28.700000,32.161111,
node/262715987,Sezela,suburb,uMdoni Local Municipality,KwaZulu-Natal,-30.406944,30.679167,
node/744986123,Shaka's Head,town,KwaDukuza Local Municipality,KwaZulu-Natal,-29.499295,31.204576,Shakashead
node/262715988,Shaka's Rock,town,KwaDukuza Local Municipality,KwaZulu-Natal,-29.513585,31.231241,Chakasrock
node/262715992,Shallcross,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.885278,30.870000,
node/4281558915,Shastri Park,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.677056,31.017605,
node/262715998,Sheffield Beach,suburb,KwaDukuza Local Municipality,KwaZulu-Natal,-29.485977,31.250537,
node/262716000,Shelly Beach,village,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.799167,30.415278,
node/262716001,Shembes Village,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.706667,30.960000,
node/262716003,Sherwood,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.828889,30.977222,
node/1348522700,Shroeders Hope,suburb,Endumeni Local Municipality,KwaZulu-Natal,-28.141889,30.129700,
node/262716005,Shulton Park,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-30.065000,30.856944,
node/262716016,Signal Hill,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.712778,29.948611,
node/13955215681,Sihlangwini,village,Jozini Local Municipality,KwaZulu-Natal,-27.180910,31.979891,
node/2207841025,Sikhalasenkosi,village,uMhlathuze Local Municipality,KwaZulu-Natal,-28.896229,31.892184,
node/4279954141,Silverglen,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.924954,30.905832,
node/9665058578,Silverglen,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.919521,30.899981,
node/262716121,Slangspruit,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.659722,30.355278,
node/1348502482,Sleevedonald,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.971637,30.175282,
node/262716126,Sobamdlovu,suburb,uMhlathuze Local Municipality,KwaZulu-Natal,-28.853889,31.911667,
node/262716127,Sobantu,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.596151,30.423951,
node/2073000645,Sodwana Bay,village,The Big Five False Bay Local Municipality,KwaZulu-Natal,-27.548832,32.671184,
node/4281738395,Somerset Park,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.733611,31.058216,
node/3893442261,Somkhele,village,Mtubatuba Local Municipality,KwaZulu-Natal,-28.328959,32.103416,
node/262716139,Soms Hoek,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.503333,30.213056,
node/1347289473,Somshoek,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.541159,30.175443,
node/262716157,Southbroom,village,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.914574,30.324315,
node/4066633322,Southgate,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.730314,31.029964,
node/262716278,Southport,suburb,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.681389,30.496389,
node/4279905962,Southridge,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.658940,31.046782,
node/262716465,Sparks,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.835000,30.977222,
node/1348502520,Spookmill,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.820753,30.253343,
node/1348502355,Springbok Laagte,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.842962,30.242554,
node/262716734,Springfield,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.820556,30.995000,
node/262717054,St Winifreds,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-30.087778,30.853611,
node/262717301,St. Helier,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.798056,30.773056,
node/262717408,St. Lucia,village,Mtubatuba Local Municipality,KwaZulu-Natal,-28.376944,32.414167,
node/262717505,St. Michael's On Sea,suburb,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.825278,30.401389,
node/262717507,St. Wendolins,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.871389,30.840278,
node/262717509,Stamford Hill,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.821264,31.028372,
node/262717518,Stanger Heights,suburb,KwaDukuza Local Municipality,KwaZulu-Natal,-29.323889,31.284722,
node/262717536,Stanger Manor,suburb,KwaDukuza Local Municipality,KwaZulu-Natal,-29.317778,31.291111,
node/262717537,Stanmore,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.696936,31.018700,
node/4352378306,Steadville,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.571201,29.828593,
node/4066633320,Stonebridge,neighbourhood,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.722069,31.015035,
node/10678933403,Stratford,neighbourhood,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.800927,30.866625,
node/262717602,Strathmore Park,suburb,Endumeni Local Municipality,KwaZulu-Natal,-28.175000,30.206944,
node/262717603,Stratton-on-Sea,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.715556,31.085000,
node/1348502510,Strijbank,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-28.006770,30.123245,
node/262717628,Sundumbili,suburb,Mandeni Local Municipality,KwaZulu-Natal,-29.131667,31.398611,
node/262717629,Sunningdale,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.746953,31.043750,
node/262717632,Sunny Ridge,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.730000,29.950000,
node/2660167661,Sunnydale,suburb,uMlalazi Local Municipality,KwaZulu-Natal,-28.884339,31.486220,
node/262717636,Sunnyside,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.606389,30.322222,
node/1345576714,Sunset View,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.776299,29.906565,
node/262717639,Sunwich Port,suburb,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.665000,30.510556,
node/1348502252,Surrey,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.828200,30.277273,
node/1345576688,Sury Aville,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.761566,29.912187,
node/1348502224,Suspence,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.721276,30.117919,
node/262717642,Swartberg,suburb,Greater Kokstad Local Municipality,KwaZulu-Natal,-30.238056,29.341667,
node/262717648,Sydenham,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.828333,30.994444,
node/262717655,Tafuleni,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.686667,30.303056,
node/1348522610,Tagora Village,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-28.049606,30.029550,
node/262717687,Temple Valley,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.651667,31.059167,
node/262717698,Thakazele,suburb,Abaqulusi Local Municipality,KwaZulu-Natal,-27.673056,31.061944,
node/2084267279,Thalu Field Office,village,uPhongolo Local Municipality,KwaZulu-Natal,-27.507209,31.203883,
node/262717731,The Grange,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.641944,30.375833,
node/262717778,The Village,suburb,uMhlathuze Local Municipality,KwaZulu-Natal,-28.792799,32.096201,
node/262717843,Thembalihle,suburb,Endumeni Local Municipality,KwaZulu-Natal,-28.195278,30.160278,
node/262717934,Thornville,village,Richmond Local Municipality,KwaZulu-Natal,-29.735346,30.384816,
node/262717935,Thornwood,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.855278,30.802778,
node/2177869092,Thundeza,village,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.985964,30.235401,
node/262717953,Tinley Manor Beach,village,KwaDukuza Local Municipality,KwaZulu-Natal,-29.448611,31.285556,
node/262717970,Tongaat South,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.579444,31.100833,
node/262717974,Town Bush Valley,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.571111,30.340833,
node/262717975,Town Hill,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.588889,30.357222,
node/262717977,Townview,suburb,KwaDukuza Local Municipality,KwaZulu-Natal,-29.333611,31.269167,
node/262722294,Trado Farms,suburb,Abaqulusi Local Municipality,KwaZulu-Natal,-28.001957,30.721592,
node/262717978,Trafalgar,suburb,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.958333,30.292778,
node/262717980,Treasure Beach,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.947222,30.995278,
node/4281558916,Trenance Manor,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.676659,31.009585,
node/262717986,Trust Feed,suburb,uMshwathi Local Municipality,KwaZulu-Natal,-29.398056,30.543056,
node/1348502448,Tuam,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.823716,30.032077,
node/262718038,Tugela,village,Mandeni Local Municipality,KwaZulu-Natal,-29.182500,31.416667,
node/95777668,Tugela Ferry,village,Msinga Local Municipality,KwaZulu-Natal,-28.748448,30.443531,
node/262718045,Tugela Mouth,suburb,Mandeni Local Municipality,KwaZulu-Natal,-29.218333,31.505278,
node/262718055,Tugela Vaal,suburb,Okhahlamba Local Municipality,KwaZulu-Natal,-28.637500,29.137500,
node/1348502421,Twhatgwha,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.955804,30.152187,
node/1348502267,Uitkyk Noord,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.856151,30.178588,
node/1348502417,Uitkyk Suid,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.863753,30.168687,
node/262718091,Uitval,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.472222,30.259722,
node/1347289393,Uitvlugt,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.459340,30.121760,
node/262722327,Ulundi,town,Ulundi Local Municipality,KwaZulu-Natal,-28.291944,31.429444,
node/262718105,Umbango,suburb,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.733056,30.431389,
node/262718111,Umbilo,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.890556,30.977778,
node/262722329,Umbogintwini,town,eThekwini Metropolitan Municipality,KwaZulu-Natal,-30.022500,30.912500,
node/4360086572,Umbumbulu,village,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.987719,30.703546,
node/262718112,Umdloti / eMdloti,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.661389,31.122500,
node/63281372,Umdloti / eMdloti,village,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.671372,31.117051,
node/4713530416,Umgababa,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-30.135793,30.831793,
node/262718113,Umgai,suburb,Umzumbe Local Municipality,KwaZulu-Natal,-30.384167,30.491111,
node/262718114,Umgai,suburb,Umzumbe Local Municipality,KwaZulu-Natal,-30.399444,30.475556,
