osm_ref,name,kind,municipality,province,latitude,longitude,alternative_names
node/96426557,Kelland,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.116111,27.958056,
node/262720777,Kelvin,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.075000,28.094722,
node/262720778,Kempton Park,town,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.096437,28.233632,
node/262720779,Kempton Park West,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.086769,28.188606,
node/1621789799,Kengies Ext 21,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-25.998480,27.997580,
node/262707455,Kenilworth,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.246111,28.048889,
node/262707456,Kenleaf,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.255000,28.352222,
node/260425152,Kenmare,suburb,Mogale City Local Municipality,Gauteng,-26.103889,27.813611,
node/262707457,Kensington,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.196111,28.096944,
node/262707458,Kensington B,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.080000,28.005556,
node/8128438320,Kensington South,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.187953,28.104177,
node/262707465,Kew,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.120278,28.096667,
node/262707484,Khumalo Valley,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.375000,28.165556,
node/262707486,Khutsong,suburb,Merafong City Local Municipality,Gauteng,-26.323611,27.320556,
node/262707503,Kibler Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.312222,28.008611,
node/262707516,Kilfenora,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.188889,28.290556,
node/262707517,Killarney,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.166751,28.050464,
node/25618805,Kilner Park,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.715278,28.262778,
node/262707523,Kirkney,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.719167,28.101667,
node/13377146905,Kleinfontein,village,City of Tshwane Metropolitan Municipality,Gauteng,-25.800399,28.492804,
node/262707543,Kleinfontein Lake,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.184736,28.327187,
node/262720842,Kleve Hill Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.036944,28.038889,
node/262707592,Klippan,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.474444,28.066667,
node/4742691429,Klippoortje A.L.,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.248545,28.194613,
node/262707628,Klippoortjie,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.284444,28.237778,
node/262707664,Kliprivier,suburb,Midvaal Local Municipality,Gauteng,-26.576698,28.008380,
node/262707673,Klipriviersoog,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.290000,27.851944,
node/262707678,Klipspruit,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.254167,27.910278,
node/262707682,Klipspruit-Wes,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.290000,27.878056,
node/262707686,Klipwater,suburb,Midvaal Local Municipality,Gauteng,-26.427500,28.101944,
node/262707691,Kloof,suburb,Westonaria Local Municipality,Gauteng,-26.390556,27.600278,
node/259496725,Kloofendal,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.136667,27.890556,
node/262707715,Kloofsig,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.811944,28.205833,
node/262720849,Klopperpark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.145556,28.195278,
node/262707718,Knights,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.197222,28.177500,
node/262707728,Kocksoord,suburb,Randfontein Local Municipality,Gauteng,-26.221111,27.648333,
node/262707753,Kokosi,suburb,Merafong City Local Municipality,Gauteng,-26.506672,27.468991,
node/1383614963,Koksrus AH,suburb,Westonaria Local Municipality,Gauteng,-26.282969,27.596372,
node/262707844,Kookrus,suburb,Midvaal Local Municipality,Gauteng,-26.587778,27.996667,
node/262720862,Kopanong,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.003889,28.231111,
node/60034262,Krugersdorp,city,Mogale City Local Municipality,Gauteng,-26.095556,27.775556,
node/260425159,Krugersdorp West,suburb,Mogale City Local Municipality,Gauteng,-26.096667,27.751667,
node/260425162,Krugersdorp-Noord,suburb,Mogale City Local Municipality,Gauteng,-26.088056,27.769444,
node/262707871,Kruinhof,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.161389,28.198889,
node/262708406,KwaThema,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.298611,28.397500,
node/48275670,Kwaggasrand,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.757906,28.116116,
node/3147630880,Kwalata,village,City of Tshwane Metropolitan Municipality,Gauteng,-25.389326,28.322218,
node/1711144390,Kya Sands Informal Settlement,neighbourhood,City of Johannesburg Metropolitan Municipality,Gauteng,-26.024779,27.958553,Kya Sand Informal Settlement;Dumping
node/262708420,La Concorde,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.735278,28.315278,
node/25456669,La Montagne,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.745000,28.316111,
node/262708424,La Rochelle,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.237778,28.056944,
node/262708426,Labore,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.334424,28.360184,
node/29367010,Lady Selborne,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.696011,28.134215,
node/262708438,Lakefield,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.183056,28.288333,
node/262708442,Lakeside,suburb,Emfuleni Local Municipality,Gauteng,-26.519722,27.871111,
node/262708443,Lakeside,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.098792,28.148274,
node/13033137391,Lakeside Estates,suburb,Midvaal Local Municipality,Gauteng,-26.517646,27.891312,
node/262708446,Lambton,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.243214,28.180074,
node/4742691425,Lambton Gardens,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.252792,28.184436,
node/420887859,Lammermoor,suburb,Mogale City Local Municipality,Gauteng,-25.970716,27.876050,
node/262708479,Langlaagte North,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.199444,27.996667,
node/262708483,Largo,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.266111,28.512778,
node/262708486,Larrendale,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.244444,28.342222,
node/36164553,Laudium,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.789101,28.103212,
node/262708488,Laversburg,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.428889,28.496944,
node/262708489,Lawley,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.391667,27.812778,
node/262708490,Leachville,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.231667,28.334444,
node/262708497,Leboneng,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.363611,28.266389,
node/262708524,Leeuhof,suburb,Emfuleni Local Municipality,Gauteng,-26.663611,27.918611,
node/11054258660,Lehae,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.348212,27.881639,
node/262708545,Lekaneng,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.018889,28.207222,
node/262720959,Lenasia,town,City of Johannesburg Metropolitan Municipality,Gauteng,-26.319483,27.824637,Lenz
node/262708569,Lenasia South,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.391944,27.853056,Daxina;Lenasia-Suid
node/262708629,Leondale,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.303889,28.183611,
node/1371695058,Leratong Village,village,City of Johannesburg Metropolitan Municipality,Gauteng,-26.179244,27.813518,
node/262708632,Les Marais,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.708611,28.190278,
node/260425165,Lewisham,suburb,Mogale City Local Municipality,Gauteng,-26.120556,27.808611,
node/262708707,Libradene,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.245000,28.248056,
node/262721004,Lifateng,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.013056,28.211944,
node/262708711,Likole,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.374722,28.157778,
node/262708712,Lilianton,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.192201,28.213091,
node/262708716,Lindbergh Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.253611,28.032778,
node/262708717,Linden,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.131944,27.993333,
node/259496726,Lindhaven,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.143056,27.851389,
node/262707732,Lindopark,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.713469,28.277076,
node/262708723,Linksfield,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.163611,28.101111,
node/262708724,Linksfield North,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.157742,28.107457,
node/262708725,Linksfield Ridge,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.166389,28.094167,
node/262708721,Linksview,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.187262,28.292551,
node/262708731,Linmeyer,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.259722,28.067222,
node/4223809856,Lion Park Informal Settlement,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-25.988239,27.929765,
node/259496728,Little Falls,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.116389,27.889444,
node/262708747,Lodeyko,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.258333,28.452500,
node/262721011,Lombardy East,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.116667,28.125000,
node/262708757,Lona,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.592222,28.010000,
node/262721012,Lone Hill,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.009722,28.026111,
node/25456683,Lukasrand,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.763927,28.205259,
node/2388570013,Lydiana,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.744329,28.287911,
node/262708866,Lydiana,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.738889,28.291111,
node/262721067,Lyme Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.078333,28.019444,
node/262708867,Lyndhurst,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.132102,28.104117,
node/25456672,Lynnwood,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.761111,28.263611,
node/25456666,Lynnwood Glen,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.772778,28.279444,
node/25456684,Lynnwood Manor,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.763056,28.281111,
node/25456068,Lynnwood Park,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.776944,28.293333,
node/25456667,Lynnwood Ridge,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.762778,28.293333,
node/262708869,Lyttelton Manor,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.829444,28.202778,
node/33495742,Lyttelton Manor,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.817222,28.211944,
node/29922871,Lyttleton A.H.,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.834364,28.196198,
node/29922870,Lyttleton L.H.,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.842238,28.201545,
node/4226612306,Maboneng Precinct,neighbourhood,City of Johannesburg Metropolitan Municipality,Gauteng,-26.203576,28.059952,
node/262708891,Mabopane,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.508056,28.068056,
node/262708898,Mackenzie Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.196667,28.332500,
node/262708899,Mackenzieville,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.440556,28.517778,
node/262709019,Magagula,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.421944,28.198333,
node/293345628,Magaliesburg,town,Mogale City Local Municipality,Gauteng,-26.000223,27.547809,
node/26350545,Magalieskruin,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.687500,28.232222,
node/325244094,Magaliesmoot,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.712175,28.044963,
node/262721081,Magaliessig,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.033056,28.017500,
node/262709097,Majaneng,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.357222,28.240000,
node/262709210,Makhulong,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-25.996944,28.233056,
node/262709248,Malanshof,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.092778,27.977500,
node/262709321,Malvern,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.201389,28.101944,
node/262709324,Malvern East,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.199444,28.115556,
node/262709327,Mamello,suburb,Midvaal Local Municipality,Gauteng,-26.866667,28.250000,
node/7477297437,Mamelodi,town,City of Tshwane Metropolitan Municipality,Gauteng,-25.715805,28.380830,
node/262709341,Mandela Village,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.397500,28.293611,
node/259496730,Manufacta,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.153333,27.866389,
node/262709366,Maokeng,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-25.991389,28.220278,
node/262709383,Mapetla,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.270000,27.848611,
node/262709387,Maphanga,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.317500,28.147778,
node/262721253,Marais Steyn Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.133611,28.138056,
node/249094596,Maraisburg,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.174994,27.940550,
node/262709465,Marievale,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.352500,28.493333,
node/262709479,Marlands,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.182778,28.195278,
node/262721266,Marlboro,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.091944,28.093611,
node/262709483,Maroeladal,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.007222,27.982778,
node/26517614,Maroelana,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.779444,28.264167,
node/262709490,Marokolong,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.384722,28.292778,
node/12728272395,Marshalltown,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.207469,28.042442,
node/262709494,Martindale,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.178056,27.976667,
node/262709527,Masetjhaba View,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.389722,28.391389,
node/262709547,Masimini,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.300000,28.397500,
node/262709556,Matenteng,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.400833,28.167222,
node/242925051,Mayfair,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.205000,28.014167,
node/262709908,Mayfair West,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.196944,27.996389,
node/262709937,Mayfield,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.315962,28.018099,
node/262709939,Mayville,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.701111,28.187778,
node/262709997,Meadowbrook,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.160278,28.164167,
node/262710005,Meadowhurst,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.060000,27.983889,
node/262710011,Meadowlands East,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.217500,27.901667,
node/5830458853,Meadowlands East,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.220780,27.899447,
node/1371671305,Meadowlands East Zone 3,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.221098,27.902784,
node/262710031,Meadowlands West,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.213889,27.886389,
node/1371671314,Meadowlands West Zone 10,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.218595,27.879523,
node/262710037,Megawatt Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.037500,28.086389,
node/262721320,Melrose,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.140000,28.049444,
node/262721321,Melrose North,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.134167,28.064167,
node/13659631086,Melville,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.175155,28.006441,
node/25456673,Menlo Park,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.769722,28.255556,
node/262710067,Menlyn,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.784167,28.275556,
node/262710078,Meyersdal,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.294167,28.097500,
node/25456670,Meyerspark,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.739444,28.320000,
node/262710082,Meyerton,town,Midvaal Local Municipality,Gauteng,-26.558333,28.019722,
node/262710083,Meyerton Park,suburb,Midvaal Local Municipality,Gauteng,-26.552500,27.992778,
node/262710088,Mfuyaneni,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.018889,28.197222,
node/262710136,Mid-Ennerdale,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.413611,27.841389,
node/1383615022,Middelvlei AH,suburb,Randfontein Local Municipality,Gauteng,-26.214352,27.647043,
node/858384169,Midfield Estate,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-25.923218,28.198423,
node/858384172,Midlands Estate,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-25.928739,28.190200,
node/262721378,Midrand,town,City of Johannesburg Metropolitan Municipality,Gauteng,-25.999262,28.125912,
node/866282626,Midstream Estate,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-25.911105,28.193355,
node/259496731,Mindalore,suburb,Mogale City Local Municipality,Gauteng,-26.131111,27.830556,
node/259496732,Mindalore North,suburb,Mogale City Local Municipality,Gauteng,-26.122778,27.834722,
node/262710148,Minnebron,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.277778,28.345000,
node/262710173,Mmangweni,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.017222,28.235000,
node/468284293,Mnandi AH,village,City of Tshwane Metropolitan Municipality,Gauteng,-25.885351,28.075356,Mnandi Agricultural Holdings
node/262710189,Mngadi,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.359167,28.147778,
node/262721408,Mnonjaneni,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.015000,28.191944,
node/262710240,Modderbee,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.171667,28.402222,
node/262721416,Moedi,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.011944,28.196389,
node/262710251,Moffat View,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.240000,28.086667,
node/262710258,Mofolo,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.239444,27.883333,
node/262710259,Mofolo North,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.225556,27.876944,
node/262710260,Mofolo South,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.253052,27.889159,
node/355620362,Mogale City,suburb,Mogale City Local Municipality,Gauteng,-25.994938,27.536608,
node/262710266,Mohlakeng,suburb,Randfontein Local Municipality,Gauteng,-26.225556,27.696944,
node/262710274,Molapo,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.258056,27.862778,
node/262710275,Moleleki,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.383056,28.176667,
node/262710276,Moletsane,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.249444,27.849167,
node/262710288,Mondeor,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.272500,27.996111,
node/3206647251,Mongena Game Lodge,village,City of Tshwane Metropolitan Municipality,Gauteng,-25.343722,28.350555,
node/262710291,Monise,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.355278,28.158056,
node/408994452,Mont Lorraine,village,City of Tshwane Metropolitan Municipality,Gauteng,-25.534910,28.242710,
node/26350533,Montana,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.676913,28.235305,
node/26318784,Montanapark,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.687500,28.271667,
node/249094597,Montclare,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.176111,27.956944,
node/262710323,Montgomery Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.158333,27.988056,
node/262710333,Montroux,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.141667,27.984444,
node/260425166,Monument,suburb,Mogale City Local Municipality,Gauteng,-26.098056,27.793889,
node/25456678,Monumentpark,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.804722,28.228056,
node/286523271,Mooikloof,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.841043,28.337913,
node/286523270,Mooikloof Hillls,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.858087,28.342020,
node/262710342,Mopeli,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.330278,28.160000,
node/262712392,Morehill,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.161944,28.355278,
node/25456663,Moreleta Kloof,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.813993,28.289801,
node/262712396,Moreletapark,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.817210,28.286333,
node/262712400,Moret,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.103889,27.984444,
node/262712401,Morgan Ridge,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.191111,28.235556,
node/254599290,Morning Side Extentions,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.083871,28.059803,
node/262712404,Morninghill,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.173190,28.120606,
node/262712405,Morningside,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.078056,28.064444,
node/262712420,Morningside Manor,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.070556,28.073333,
node/262712435,Moroka,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.261111,27.875000,
node/262712536,Moseleki,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.347222,28.159167,
node/262712551,Moseleki East,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.350833,28.165000,
node/262712601,Moshoeshoe,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.319444,28.159167,
node/262712614,Motluong,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.314722,28.160278,
node/262712615,Motsamai,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.327778,28.160278,
node/12188166711,Motsoaledi View,village,City of Johannesburg Metropolitan Municipality,Gauteng,-26.266570,27.931495,
node/262712617,Motsu,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.003611,28.208056,
node/262712635,Mountain View,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.699722,28.157500,
node/262721544,Moyeni,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.013611,28.232500,
node/262712679,Mqansa,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.010833,28.238889,
node/262712709,Mthambeka,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.026111,28.190833,
node/262712710,Mthembu Village,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.295556,28.405278,
node/262712725,Muckleneuk,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.762500,28.210833,
node/262712760,Mulbarton,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.293333,28.058056,
node/4270129226,Muldersdrift,village,Mogale City Local Municipality,Gauteng,-26.035870,27.848105,
node/260425171,Munsieville,suburb,Mogale City Local Municipality,Gauteng,-26.075278,27.756944,
node/262712915,Murrayfield,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.746944,28.307778,
node/262726137,Môregloed,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.711667,28.246944,
node/262713085,N12 Highway Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.171042,28.377829,
node/262713092,Naledi,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.248056,27.823611,
node/262713097,Nancefield,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.305833,27.915000,
node/262713100,Naturena,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.283217,27.959597,
node/262713110,Navors,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.746264,28.284165,
node/262713123,Ncala,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.342222,28.147222,
node/322613517,Nespark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-25.981408,28.431763,
node/262713184,Nestadt,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.222778,28.294167,
node/262713201,New Modder,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.183611,28.358611,
node/262713202,New Muckleneuk,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.769167,28.230833,
node/262713229,New State Areas,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.241389,28.405556,
node/1368350017,New Thorndale,suburb,Mogale City Local Municipality,Gauteng,-25.955188,27.477063,
node/262713244,Newlands,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.792778,28.272778,
node/262713248,Newlands,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.177500,27.964444,
node/2360004610,Newtown,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.203898,28.034281,"Newtown, Johannesburg"
node/262713508,Nhlapo,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.311667,28.150833,
node/262721654,Nigel,town,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.425961,28.470431,
node/262721659,Nimrodpark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.090833,28.240833,
node/262713779,Noldick,suburb,Midvaal Local Municipality,Gauteng,-26.557222,28.002500,
node/262713829,Noordgesig,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.228889,27.939444,
node/262713834,Noordhang,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.040556,27.971944,
node/260425200,Noordheuwel,suburb,Mogale City Local Municipality,Gauteng,-26.089167,27.802222,
node/158861334,Noordwyk,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-25.953056,28.119444,
node/262713874,Norkem Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.055000,28.222778,
node/262713882,North Riding,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.054722,27.968333,
node/262713942,North Villa,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.141269,28.303914,
node/249094599,Northcliff,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.131111,27.962222,
node/262713970,Northdene,suburb,Merafong City Local Municipality,Gauteng,-26.396944,27.377500,
